rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A1028P9;Группа Астон обКП03;Группа Астон обКП03;Коммерческая облигация;RU000A1028P9;4CDE-03-00544-R-001P;;1000,0;RUB;270000000;0;0;OBBO;ОТС-система: облигации;12.10.2023;;;0;;1;0;2;;14.04.2022;10,000;49,86;9;173;182;;1000,0;;;719;;;;1;;;;;;;;;100,0;;;;;;
RU000A1028R5;МОСМСП6 01;СФО МОС МСП 6 01;Корпоративные облигации;RU000A1028R5;4-01-00569-R;3;598,98;RUB;6200000;0;0;TQCB;Т+: Облигации - безадрес.;26.05.2033;;15.10.2020;0;1475;0;0;12;223,51;26.10.2021;5,830;2,87;27;3;30;15.10.2020;1000,0;;2020-10-15;4233;;"Общество с ограниченной ответственностью ""Специализированное финансовое общество МОС МСП 6""";9704023339;1;95,0;571,8;;1143,6;;1143,6;;1143,6;100,0;;;;;;
RU000A1028T1;ФСК ЕЭС1Р2;ФСК ЕЭС ПАО БО 001P-02R;Биржевые облигации;RU000A1028T1;4B02-02-65018-D-001P;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;02.10.2035;;20.10.2020;0;;0;0;4;;18.01.2022;6,600;16,45;4;87;91;20.10.2020;1000,0;;2020-10-20;5092;2027-10-15;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1;93,5113;936,19;561,71;1310,67;533,63;1338,75;505,54;1366,84;40,0;200000;43,0;1000000;46,0;;
RU000A1028U9;РЖД 1Б-04;РЖД 001Б-04;Корпоративные облигации;RU000A1028U9;4-04-65045-D-001P;3;1000,0;RUB;80000000;0;0;TQCB;Т+: Облигации - безадрес.;;;22.10.2020;0;;1;0;2;;21.04.2022;9,080;45,28;2;180;182;22.10.2020;1000,0;;2020-10-22;;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;101,04;1011,4;768,66;1254,14;738,32;1284,48;707,98;1314,82;24,0;1600000;27,0;8000000;30,0;;
RU000A102945;СФО БКС 04;СФО БКС Структурные Ноты 04;Корпоративные облигации;RU000A102945;6-04-00508-R;3;1000,0;RUB;600000;0;0;TQCB;Т+: Облигации - безадрес.;17.10.2023;;20.10.2020;0;;1;0;;;17.10.2023;;0,01;368;724;1092;20.10.2020;1000,0;Структурные облигации;2020-11-17;724;;"Общество с ограниченной ответственностью ""Специализированное финансовое общество БКС Структурные Ноты""";7743298037;1;103,84;1038,4;;2076,8;;2076,8;;2076,8;100,0;;;;;;
RU000A102952;ВИС Ф БП01;ВИС ФИНАНС БО-П01;Биржевые облигации;RU000A102952;4B02-01-00554-R-001P;2;1000,0;RUB;2500000;0;0;TQCB;Т+: Облигации - безадрес.;12.10.2027;;20.10.2020;0;673;0;0;4;9,64;18.01.2022;9,000;22,44;4;87;91;20.10.2020;1000,0;;2020-10-20;2180;2023-10-20;"Общество с ограниченной ответственностью ""ВИС ФИНАНС""";4705081944;1;99,29;994,38;;1988,76;;1988,76;;1988,76;100,0;;;;;;
RU000A102960;РН БАНК1Р7;РН БАНК АО БО-001Р-07;Биржевые облигации;RU000A102960;4B02-07-00170-B-001P;2;1000,0;RUB;8000000;0;0;TQCB;Т+: Облигации - безадрес.;24.10.2023;;21.10.2020;0;698;0;0;2;8,1;23.04.2022;6,250;31,34;1;182;183;21.10.2020;1000,0;;2020-10-21;731;;"Акционерное общество ""РН Банк""";5503067018;1;96,25;963,01;828,19;1097,83;799,3;1126,72;770,41;1155,61;14,0;160000;17,0;800000;20,0;;
RU000A102986;СУЭК-Ф1P6R;СУЭК-Финанс 001Р-06R;Биржевые облигации;RU000A102986;4B02-06-36393-R-001P;3;1000,0;RUB;14000000;0;0;TQCB;Т+: Облигации - безадрес.;10.10.2030;;22.10.2020;0;854;0;0;2;9,19;21.04.2022;6,700;33,41;2;180;182;22.10.2020;1000,0;;2020-10-22;3274;2024-04-23;"Общество с ограниченной ответственностью ""СУЭК-Финанс""";7709851798;1;94,95;950,23;817,2;1083,26;788,69;1111,77;760,18;1140,28;14,0;280000;17,0;1400000;20,0;;
RU000A1029A9;Росморп1Р1;ФГУП Росморпорт 001Р-01;Биржевые облигации;RU000A1029A9;4B02-01-00008-T-001P;3;1000,0;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;15.10.2025;;21.10.2020;0;838;0;0;2;;20.04.2022;5,900;29,42;3;179;182;21.10.2020;1000,0;;2020-10-21;1453;;"Федеральное государственное унитарное предприятие ""Росморпорт""";7702352454;1;95,74;958,21;;1916,42;;1916,42;;1916,42;100,0;;;;;;
RU000A1029C5;СберИОС333;СберИОС 001Р-333R 5Г ВП;Биржевые облигации;RU000A1029C5;4B02-354-01481-B-001P;3;1000,0;RUB;615952;0;0;TQCB;Т+: Облигации - безадрес.;22.10.2025;;22.10.2020;0;1460;0;0;;;22.10.2025;0,010;0,5;366;1460;1826;22.10.2020;1000,0;;2020-10-22;1460;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,88;868,8;;1737,6;;1737,6;;1737,6;100,0;;;;;;
RU000A1029E1;СберИОС351;СберИОС 001Р-351R 5Г ВП;Биржевые облигации;RU000A1029E1;4B02-355-01481-B-001P;3;1000,0;RUB;626698;0;0;TQCB;Т+: Облигации - безадрес.;22.10.2025;;22.10.2020;0;1460;0;0;;;22.10.2025;0,010;0,5;366;1460;1826;22.10.2020;1000,0;;2020-10-22;1460;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;83,05;830,5;;1661,0;;1661,0;;1661,0;100,0;;;;;;
RU000A1029F8;ЛТрейд 1P2;Лизинг-Трейд 001P-02;Биржевые облигации;RU000A1029F8;4B02-02-00506-R-001P;3;1000,0;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;01.10.2024;;22.10.2020;0;797;0;0;12;12,45;16.11.2021;10,800;8,88;6;24;30;22.10.2020;1000,0;;2020-10-22;1074;;"Общество с ограниченной ответственностью ""Лизинг-Трейд""";1655096633;1;97,74;979,77;;1959,54;;1959,54;;1959,54;100,0;;;;;;
RU000A1029G6;КрасЯрск13;Администрация Красноярск 34013;Муниципальные облигации;RU000A1029G6;RU34013KRN1;1;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;16.10.2025;;22.10.2020;0;765;0;0;4;8,57;20.01.2022;6,250;15,58;2;89;91;22.10.2020;1000,0;;2020-10-22;1454;;Администрация города Красноярска;2451000840;1;95,8;958,68;;1917,36;;1917,36;;1917,36;100,0;;;;;;
RU000A1029P7;ТелХолПБО4;АО ЭР-Телеком Холдинг ПБО-04;Биржевые облигации;RU000A1029P7;4B02-04-53015-K-001P;2;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;21.10.2022;;23.10.2020;0;353;0;0;4;9,08;21.01.2022;7,900;19,7;1;90;91;23.10.2020;1000,0;;2020-10-23;363;;"Акционерное общество ""ЭР-Телеком Холдинг""";5902202276;1;99,14;992,05;;1984,1;;1984,1;;1984,1;100,0;;;;;;
RU000A1029Q5;СберИОС359;СберИОС 001Р-359R 5Г ВСТГЭ ИНД;Биржевые облигации;RU000A1029Q5;4B02-359-01481-B-001P;3;1000,0;RUB;530834;0;0;TQCB;Т+: Облигации - безадрес.;24.11.2025;;16.11.2020;0;1493;0;0;;;24.11.2025;0,010;0,5;341;1493;1834;16.11.2020;1000,0;;2020-11-16;1493;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;87,19;871,9;;1743,8;;1743,8;;1743,8;100,0;;;;;;
RU000A1029R3;СберИОС357;СберИОС 001Р-357R 5Г РБЧ;Биржевые облигации;RU000A1029R3;4B02-358-01481-B-001P;3;1000,0;RUB;1499968;0;0;TQCB;Т+: Облигации - безадрес.;20.11.2025;;16.11.2020;0;1490;0;0;;;20.11.2025;0,010;0,5;341;1489;1830;16.11.2020;1000,0;;2020-11-16;1489;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,18;861,8;;1723,6;;1723,6;;1723,6;100,0;;;;;;
RU000A1029S1;СберИОС360;СберИОС 001Р-360R 5Г БТЕХ ИНД;Биржевые облигации;RU000A1029S1;4B02-360-01481-B-001P;3;1000,0;RUB;307077;0;0;TQCB;Т+: Облигации - безадрес.;24.11.2025;;16.11.2020;0;1494;0;0;;;24.11.2025;0,010;0,5;341;1493;1834;16.11.2020;1000,0;;2020-11-16;1493;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;86,05;860,5;;1721,0;;1721,0;;1721,0;100,0;;;;;;
RU000A1029T9;iСЛТ001P04;СофтЛайн Трейд 001P-04;Биржевые облигации;RU000A1029T9;4B02-04-45848-H-001P;3;1000,0;RUB;4950000;0;0;TQCB;Т+: Облигации - безадрес.;23.12.2023;R;23.10.2020;0;644;0;0;4;9,77;25.12.2021;8,900;22,19;28;63;91;23.10.2020;1000,0;;2020-10-23;791;;"Акционерное общество ""СофтЛайн Трейд""";7736227885;1;98,99;997,22;;1994,44;;1994,44;;1994,44;100,0;;;;;;
RU000A1029V5;МКБ П20;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П20;Биржевые облигации;RU000A1029V5;4B02-22-01978-B-001P;3;1000,0;RUB;800000;0;0;TQCB;Т+: Облигации - безадрес.;27.10.2023;;27.10.2020;0;734;0;0;2;0,0;27.10.2021;0,010;0,05;179;4;183;27.10.2020;1000,0;;2020-10-27;734;;"""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"" (публичное акционерное общество)";7734202860;1;85,04;850,4;;1700,8;;1700,8;;1700,8;100,0;;;;;;
RU000A1029W3;СберИОС361;СберИОС 001Р-361R LKOH_asn 4Г;Биржевые облигации;RU000A1029W3;4B02-361-01481-B-001P;3;1000,0;RUB;51740;0;0;TQCB;Т+: Облигации - безадрес.;20.11.2024;;20.11.2020;0;1125;0;0;;;20.11.2024;0,010;0,4;337;1124;1461;20.11.2020;1000,0;;2020-11-20;1124;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;99,38;993,8;;1987,6;;1987,6;;1987,6;100,0;;;;;;
RU000A1029X1;СберИОС362;СберИОС 001Р-362R SPX_КНД 1.5Г;Биржевые облигации;RU000A1029X1;4B02-362-01481-B-001P;3;1000,0;RUB;163871;0;0;TQCB;Т+: Облигации - безадрес.;07.06.2022;;30.11.2020;0;227;0;0;;;07.06.2022;0,010;0,15;327;227;554;30.11.2020;1000,0;;2020-11-30;227;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,98;989,8;;1979,6;;1979,6;;1979,6;100,0;;;;;;
RU000A102A07;АЛЬФА-Б2Р8;АЛЬФА-БАНК Б2Р8;Биржевые облигации;RU000A102A07;4B02-08-01326-B-002P;1;1000,0;RUB;8000000;0;0;TQCB;Т+: Облигации - безадрес.;30.10.2023;;27.10.2020;0;685;0;0;2;8,17;28.10.2021;5,900;29,58;178;5;183;27.10.2020;1000,0;;2020-10-27;737;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;96,12;990,3;851,66;1128,94;821,95;1158,65;792,24;1188,36;14,0;160000;17,0;800000;20,0;;
RU000A102A15;СПбГО35003;Санкт-Петербург обл. 35003;Региональные облигации;RU000A102A15;RU35003GSP0;1;1000,0;RUB;30000000;1;0;TQCB;Т+: Облигации - безадрес.;13.04.2027;;27.10.2020;0;1289;0;0;2;8,32;19.04.2022;6,050;30,17;4;178;182;27.10.2020;1000,0;;2020-10-27;1998;;Комитет финансов Санкт-Петербурга;7830002430;1;92,85;929,49;780,77;1078,21;752,89;1106,09;725,0;1133,98;16,0;600000;19,0;3000000;22,0;;
RU000A102A56;СберИОС353;СберИОС 001Р-353R 5Г СРВП;Биржевые облигации;RU000A102A56;4B02-357-01481-B-001P;3;1000,0;RUB;1347783;0;0;TQCB;Т+: Облигации - безадрес.;05.11.2025;;29.10.2020;0;1475;0;0;;;05.11.2025;0,010;0,5;359;1474;1833;29.10.2020;1000,0;;2020-10-29;1474;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;79,99;799,9;;1599,8;;1599,8;;1599,8;100,0;;;;;;
RU000A102A64;СберИОС352;СберИОС 001Р-352R 5Г СРВП;Биржевые облигации;RU000A102A64;4B02-356-01481-B-001P;3;1000,0;RUB;1980662;0;0;TQCB;Т+: Облигации - безадрес.;05.11.2025;;29.10.2020;0;1475;0;0;;0,0;05.11.2025;0,010;0,5;359;1474;1833;29.10.2020;1000,0;;2020-10-29;1474;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;83,65;836,5;;1673,0;;1673,0;;1673,0;100,0;;;;;;
RU000A102A72;СберИОС366;СберИОС 001Р-366R 5Y СМШ;Биржевые облигации;RU000A102A72;4B02-363-01481-B-001P;3;1000,0;RUB;591493;0;0;TQCB;Т+: Облигации - безадрес.;20.11.2025;;13.11.2020;0;1489;0;0;;;20.11.2025;0,010;0,5;344;1489;1833;13.11.2020;1000,0;;2020-11-13;1489;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;84,78;847,8;;1695,6;;1695,6;;1695,6;100,0;;;;;;
RU000A102A80;СберИОС367;СберИОС 001Р-367R 5Y СМШ;Биржевые облигации;RU000A102A80;4B02-364-01481-B-001P;3;1000,0;RUB;639128;0;0;TQCB;Т+: Облигации - безадрес.;20.11.2025;;13.11.2020;0;1489;0;0;;;20.11.2025;0,010;0,5;344;1489;1833;13.11.2020;1000,0;;2020-11-13;1489;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;90,26;902,6;;1805,2;;1805,2;;1805,2;100,0;;;;;;
RU000A102A98;СберИОС371;СберИОС 001Р-371R 3Г Top Five;Биржевые облигации;RU000A102A98;4B02-365-01481-B-001P;3;1000,0;RUB;95554;0;0;TQCB;Т+: Облигации - безадрес.;01.12.2023;;23.11.2020;0;770;0;0;;;01.12.2023;0,010;0,3;334;769;1103;23.11.2020;1000,0;;2020-11-23;769;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;94,73;947,3;;1894,6;;1894,6;;1894,6;100,0;;;;;;
RU000A102AB8;ЗавдКЭС1P2;Завод КЭС 001P-02;Биржевые облигации;RU000A102AB8;4B02-02-00474-R-001P;3;1000,0;RUB;200000;0;0;TQCB;Т+: Облигации - безадрес.;24.10.2024;;29.10.2020;0;708;0;0;4;12,24;28.10.2021;14,000;34,9;86;5;91;29.10.2020;1000,0;;2020-10-29;1097;;"Общество с ограниченной ответственностью ""Завод КриалЭнергоСтрой""";1655294699;1;104,49;1078,65;;2157,3;;2157,3;;2157,3;100,0;;;;;;
RU000A102AD4;ФК Открытие обКП11;ФК Открытие обКП11;Коммерческая облигация;RU000A102AD4;4CDE-11-02209-B-001P;;1000,0;RUB;347538000;0;0;OBBO;ОТС-система: облигации;28.10.2023;;;0;;0;0;1;;28.10.2021;1,050;10,5;360;5;365;;1000,0;;;735;;;;1;;;;;;;;;100,0;;;;;;
RU000A102AE2;ФК Открытие обКП12;ФК Открытие обКП12;Коммерческая облигация;RU000A102AE2;4CDE-12-02209-B-001P;;1000,0;RUB;300703000;0;0;OBBO;ОТС-система: облигации;28.10.2023;;;0;;0;0;;;28.10.2023;1,050;31,5;360;735;1095;;1000,0;;;735;;;;1;;;;;;;;;100,0;;;;;;
RU000A102AJ1;Промсвб3P3;Промсвязьбанк 003P-03;Биржевые облигации;RU000A102AJ1;4B02-02-03251-B-003P;3;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;26.10.2023;;29.10.2020;0;680;0;0;2;;28.10.2021;6,100;30,42;177;5;182;29.10.2020;1000,0;;2020-10-29;733;;"Публичное акционерное общество ""Промсвязьбанк""";7744000912;1;95,45;984,42;846,6;1122,24;817,07;1151,77;787,54;1181,3;14,0;300000;17,0;1500000;20,0;;
RU000A102AK9;Оптима1Р01;ИТК Оптима 001Р-01;Биржевые облигации;RU000A102AK9;4B02-01-00507-R-001P;3;1000,0;RUB;65000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;29.10.2024;;03.11.2020;0;831;0;1;4;13,03;02.11.2021;15,000;37,4;81;10;91;03.11.2020;1000,0;;2020-11-03;1102;;"Общество с ограниченной ответственностью ""Инновационная  Технологическая Компания ""Оптима""";7729686084;1;105,82;1092,31;;2184,62;;2184,62;;2184,62;100,0;;;;;;
RU000A102AL7;Деметра-Холдинг обКП01;Деметра-Холдинг обКП01;Коммерческая облигация;RU000A102AL7;4CDE-01-00015-L-001P;;1000,0;RUB;94555825000;0;0;OBBO;ОТС-система: облигации;22.10.2027;;;0;;0;0;2;;29.10.2021;8,080;36,39;176;6;182;;1000,0;;;2190;;;;1;;;;;;;;;100,0;;;;;;
RU000A102AM5;Автоэкспресс обК01;Автоэкспресс обК01;Коммерческая облигация;RU000A102AM5;4CDE-01-00557-R-001P;;1000,0;RUB;200000000;0;0;OBBO;ОТС-система: облигации;27.10.2023;;;0;;0;0;4;;29.10.2021;9,500;23,68;85;6;91;;1000,0;;;734;;;;1;;;;;;;;;100,0;;;;;;
RU000A102AN3;СберИОС365;СберИОС 001Р-365R 3Г ТОВ КРЗ;Биржевые облигации;RU000A102AN3;4B02-366-01481-B-001P;3;1000,0;RUB;63358;0;0;TQCB;Т+: Облигации - безадрес.;27.11.2023;;20.11.2020;0;766;0;0;;;27.11.2023;0,010;0,3;337;765;1102;20.11.2020;1000,0;;2020-11-20;765;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;95,18;951,8;;1903,6;;1903,6;;1903,6;100,0;;;;;;
RU000A102AP8;ИА ДОМ17P2;ДОМ.РФ Ипотечный агент 17-002P;Корпоративные облигации;RU000A102AP8;4-17-00307-R-002P;1;765,63;RUB;7244692;0;0;TQCB;Т+: Облигации - безадрес.;28.11.2050;;30.10.2020;0;;0;0;4;;28.11.2021;5,200;10,03;56;36;92;30.10.2020;1000,0;Облигации с ипотечным покрытием;2020-10-30;10628;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;99,86;770,89;;1541,78;;1541,78;;1541,78;100,0;;;;;;
RU000A102B30;ИнтЛиз1Р01;Интерлизинг 001Р-01;Биржевые облигации;RU000A102B30;4B02-01-00380-R-001P;3;1000,0;RUB;1000000;0;0;TQCB;Т+: Облигации - безадрес.;30.10.2023;;02.11.2020;0;16;0;0;4;59,9;01.11.2021;8,000;19,95;82;9;91;02.11.2020;1000,0;;2020-11-02;737;2021-11-08;"Общество с ограниченной ответственностью ""Интерлизинг""";7802131219;1;99,44;1012,81;;2025,62;;2025,62;;2025,62;100,0;;;;;;
RU000A102B48;ЯТЭК 1P-1;ЯТЭК 001Р-01;Биржевые облигации;RU000A102B48;4B02-01-20510-F-001P;2;1000,0;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;31.10.2023;;03.11.2020;0;667;0;0;2;9,22;02.11.2021;8,500;42,38;172;10;182;03.11.2020;1000,0;;2020-11-03;738;;"Публичное акционерное общество ""Якутская топливно-энергетическая компания""";1435032049;1;99,03;1030,82;;2061,64;;2061,64;;2061,64;100,0;;;;;;
RU000A102B71;МОСМСП5 01;СФО МОС МСП 5 01;Корпоративные облигации;RU000A102B71;4-01-00568-R;3;302,12;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;26.11.2034;;03.11.2020;0;1160;0;0;12;6,02;26.10.2021;5,850;1,45;27;3;30;03.11.2020;1000,0;;2020-11-03;4782;;"Общество с ограниченной ответственностью ""Специализированное финансовое общество МОС МСП 5""";9704021758;1;97,95;297,33;;594,66;;594,66;;594,66;100,0;;;;;;
