rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A103539;СберИОС445;СберИОС 001Р-445R 5Y СМШ;Биржевые облигации;RU000A103539;4B02-455-01481-B-001P;3;1000,0;RUB;999070;0;0;TQCB;Т+: Облигации - безадрес.;24.06.2026;;17.06.2021;0;;1;0;;;24.06.2026;0,010;0,5;128;1705;1833;17.06.2021;1000,0;;2021-06-17;1705;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,18;981,8;;1963,6;;1963,6;;1963,6;100,0;;;;;;
RU000A103588;СберИОС446;СберИОС 001Р-446R 5Г SBRIF ИНД;Биржевые облигации;RU000A103588;4B02-457-01481-B-001P;3;1000,0;RUB;494157;0;0;TQCB;Т+: Облигации - безадрес.;25.06.2026;;18.06.2021;0;1706;1;0;;;25.06.2026;0,010;0,5;127;1706;1833;18.06.2021;1000,0;;2021-06-18;1706;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;96,98;969,8;;1939,6;;1939,6;;1939,6;100,0;;;;;;
RU000A103596;СберИОС447;СберИОС 001Р-447R 7Г РБЧ;Биржевые облигации;RU000A103596;4B02-458-01481-B-001P;3;1000,0;RUB;480185;0;0;TQCB;Т+: Облигации - безадрес.;22.06.2028;;18.06.2021;0;;1;0;;;22.06.2028;0,010;0,7;127;2434;2561;18.06.2021;1000,0;;2021-06-18;2434;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;93,58;935,8;;1871,6;;1871,6;;1871,6;100,0;;;;;;
RU000A1035D0;СТМ 1P1;Синара Транспортные Машины 1P1;Биржевые облигации;RU000A1035D0;4B02-01-55323-E-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;24.05.2024;;28.05.2021;0;843;0;0;2;9,03;26.11.2021;8,100;40,39;148;34;182;28.05.2021;1000,0;;2021-05-28;944;;"Акционерное общество ""Синара - Транспортные Машины""";6672241304;1;98,27;1015,99;;2031,98;;2031,98;;2031,98;100,0;;;;;;
RU000A1035H1;РЕСОЛизБП1;РЕСО-Лизинг ООО БО-П-01;Биржевые облигации;RU000A1035H1;4B02-01-36419-R-001P;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;19.05.2031;;31.05.2021;0;1127;0;0;2;10,27;29.11.2021;8,000;39,89;145;37;182;31.05.2021;1000,0;;2021-05-31;3495;2025-05-29;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1;93,97;971,92;;1943,84;;1943,84;;1943,84;100,0;;;;;;
RU000A1035P4;ТД Мясничий обК01;ТД Мясничий обК01;Коммерческая облигация;RU000A1035P4;4CDE-01-00317-R;;1000,0;RUB;200000000;0;0;OBBO;ОТС-система: облигации;08.06.2022;;;0;;0;0;11;;03.11.2021;13,000;11,04;20;11;31;;1000,0;;;228;;;;1;;;;;;;;;100,0;;;;;;
RU000A1035Y6;ОткрФКБП08;ПАО ОТКРЫТИЕ ФК Банк БО-П08;Биржевые облигации;RU000A1035Y6;4B02-15-02209-B-001P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;04.06.2026;;10.06.2021;0;561;0;0;2;8,37;09.12.2021;7,300;36,4;135;47;182;10.06.2021;1000,0;;2021-06-10;1685;2023-06-14;"Публичное акционерное общество Банк ""Финансовая Корпорация Открытие""";7706092528;1;98,19;1009,3;888,18;1130,42;857,91;1160,7;827,63;1190,97;12,0;200000;15,0;1000000;18,0;;
RU000A103604;ЭНИКА 1Р02;ЭНЕРГОНИКА 001Р-02;Биржевые облигации;RU000A103604;4B02-02-00518-R-001P;3;1000,0;RUB;100000;0;0;TQCB;Т+: Облигации - безадрес.;26.05.2026;;01.06.2021;0;809;0;0;4;13,1;30.11.2021;13,000;32,41;53;38;91;01.06.2021;1000,0;;2021-06-01;1676;;"Общество с ограниченной ответственностью ""ЭНЕРГОНИКА""";7709938216;1;101,02;1029,79;;2059,58;;2059,58;;2059,58;100,0;;;;;;
RU000A103661;Сбер Sb27R;Сбербанк ПАО 001Р-SBER27;Биржевые облигации;RU000A103661;4B02-459-01481-B-001P;1;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;15.06.2026;;21.06.2021;0;1429;0;0;2;7,89;20.12.2021;7,400;36,9;124;58;182;21.06.2021;1000,0;;2021-06-21;1696;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,49;1010,45;666,9;1354,0;636,58;1384,32;606,27;1414,63;34,0;1000000;37,0;5000000;40,0;;
RU000A1036E6;АЛЬФАБ2Р12;АЛЬФА-БАНК Б2Р12;Биржевые облигации;RU000A1036E6;4B02-12-01326-B-002P;1;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;04.06.2024;;02.06.2021;0;863;0;0;2;8,32;02.12.2021;7,150;35,85;143;40;183;02.06.2021;1000,0;;2021-06-02;955;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;97,56;1004,0;863,44;1144,56;833,32;1174,68;803,2;1204,8;14,0;300000;17,0;1500000;20,0;;
RU000A1036F3;РСХБ2Р6RIB;Россельхозбанк БO-06RIB-002P;Биржевые облигации;RU000A1036F3;4B02-06-03349-B-002P;3;1000,0;RUB;1379330;0;0;TQCB;Т+: Облигации - безадрес.;16.06.2023;;02.06.2021;0;574;0;0;12;8,41;04.11.2021;5,500;4,67;19;12;31;02.06.2021;1000,0;;2021-06-02;601;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;95,83;961,46;846,08;1076,84;817,24;1105,68;788,4;1134,52;12,0;100000;15,0;500000;18,0;;
RU000A1036H9;Магнит2Р04;Магнит ПАО БО-002Р-04;Биржевые облигации;RU000A1036H9;4B02-04-60525-P-002P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;29.05.2024;;02.06.2021;0;860;0;0;2;8,04;01.12.2021;7,050;35,15;143;39;182;02.06.2021;1000,0;;2021-06-02;949;;"Публичное акционерное общество ""Магнит""";2309085638;1;97,93;1007,31;866,29;1148,33;836,07;1178,55;805,85;1208,77;14,0;200000;17,0;1000000;20,0;;
RU000A1036M9;Магнит1P05;"""Магнит"" ПАО БО-001P-05";Биржевые облигации;RU000A1036M9;4B02-05-60525-P-001P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;29.05.2024;;02.06.2021;0;860;0;0;2;7,95;01.12.2021;7,050;35,15;143;39;182;02.06.2021;1000,0;;2021-06-02;949;;"Публичное акционерное общество ""Магнит""";2309085638;1;97,5;1003,01;862,59;1143,43;832,5;1173,52;802,41;1203,61;14,0;200000;17,0;1000000;20,0;;
RU000A1036S6;ФСК ЕЭС1Р3;ФСК ЕЭС ПАО БО 001P-03R;Биржевые облигации;RU000A1036S6;4B02-03-65018-D-001P;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;21.05.2036;;09.06.2021;0;;0;0;4;;08.12.2021;7,500;18,7;45;46;91;09.06.2021;1000,0;;2021-06-09;5324;2028-06-05;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1;97,5317;984,98;590,99;1378,97;561,44;1408,52;531,89;1438,07;40,0;200000;43,0;1000000;46,0;;
RU000A1036U2;Зернокомэкс обКП01;Зернокомэкс обКП01;Коммерческая облигация;RU000A1036U2;4CDE-01-00033-L-001P;;1000,0;RUB;480000000;0;0;OBBO;ОТС-система: облигации;23.06.2024;;;0;;0;0;3;;06.12.2021;11,000;28,03;49;44;93;;1000,0;;;974;;;;1;;;;;;;;;100,0;;;;;;
RU000A1036X6;ВитаЛ 1Р03;Вита Лайн 001Р-03;Биржевые облигации;RU000A1036X6;4B02-03-00510-R-001P;3;1000,0;RUB;600000;0;0;TQCB;Т+: Облигации - безадрес.;29.05.2025;;03.06.2021;0;842;0;0;4;10,53;02.12.2021;10,000;24,93;51;40;91;03.06.2021;1000,0;;2021-06-03;1314;2024-06-06;"Общество с ограниченной ответственностью ""Вита Лайн""";6367052981;1;99,61;1010,62;;2021,24;;2021,24;;2021,24;100,0;;;;;;
RU000A103745;БК обК02;БК обК02;Коммерческая облигация;RU000A103745;4CDE-02-00500-R;;10000,0;RUB;16000000;0;0;OBBO;ОТС-система: облигации;26.11.2022;;;0;;0;0;12;;01.11.2021;15,000;123,29;21;9;30;;10000,0;;;399;;;;1;;;;;;;;;100,0;;;;;;
RU000A103760;ХКФБанкБ04;"""ХКФ Банк"" ООО БО-04";Биржевые облигации;RU000A103760;4B020400316B;1;1000,0;RUB;4000000;0;0;TQCB;Т+: Облигации - безадрес.;01.06.2026;;07.06.2021;0;1400;0;0;4;9,9;06.12.2021;8,000;19,95;47;44;91;07.06.2021;1000,0;;2021-06-07;1682;;"Общество с ограниченной ответственностью ""Хоум Кредит энд Финанс Банк""";7735057951;1;94,28;953,54;;1907,08;;1907,08;;1907,08;100,0;;;;;;
RU000A1037C8;УрожайБО02;Урожай БО-02;Биржевые облигации;RU000A1037C8;4B02-02-00007-L;3;1000,0;RUB;150000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;04.06.2024;;08.06.2021;0;827;0;1;4;12,21;07.12.2021;11,500;28,67;46;45;91;08.06.2021;1000,0;;2021-06-08;955;;"Общество с ограниченной ответственностью ""Урожай""";6414002211;1;99,55;1010,62;;2021,24;;2021,24;;2021,24;100,0;;;;;;
RU000A1037E4;СИЛ 1P03;СпецИнвестЛизинг 001P-03;Биржевые облигации;RU000A1037E4;4B02-03-00489-R-001P;3;937,5;RUB;250000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;17.05.2025;;07.06.2021;0;597;0;1;12;10,85;04.11.2021;10,000;7,71;18;12;30;07.06.2021;1000,0;;2021-06-07;1302;;"Общество с ограниченной ответственностью ""СпецИнвестЛизинг""";7730665201;1;99,38;936,83;;1873,66;;1873,66;;1873,66;100,0;;;;;;
RU000A1037F1;АЛЬФАБ2Р13;АЛЬФА-БАНК Б2Р13;Биржевые облигации;RU000A1037F1;4B02-13-01326-B-002P;1;1000,0;RUB;20000000;0;0;TQCB;Т+: Облигации - безадрес.;10.12.2024;;08.06.2021;0;;0;0;2;;08.12.2021;7,300;36,6;137;46;183;08.06.2021;1000,0;;2021-06-08;1144;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;96,38;991,6;852,78;1130,42;823,03;1160,17;793,28;1189,92;14,0;400000;17,0;2000000;20,0;;
RU000A1037G9;Кемеровское АО Азот обКП04;Кемеровское АО Азот обКП04;Коммерческая облигация;RU000A1037G9;4CDE-04-10051-F-001P;;1000,0;USD;111111000;0;0;OBBO;ОТС-система: облигации;28.03.2025;;;0;;0;0;4;;30.12.2021;4,878;12,16;23;68;91;;1000,0;;;1252;;;;1;;;;;;;;;100,0;;;;;;
RU000A1037J3;Простор обК02;Простор обК02;Коммерческая облигация;RU000A1037J3;4CDE-02-00014-L;;1000,0;RUB;40000000;0;0;OBBO;ОТС-система: облигации;15.03.2022;;;0;;0;0;3;;08.12.2021;14,000;35,29;46;46;92;;1000,0;;;143;;;;1;;;;;;;;;100,0;;;;;;
RU000A1037L9;БифТек1P1;Бифорком Тек БО-П01;Биржевые облигации;RU000A1037L9;4B02-01-00592-R-001P;3;1000,0;RUB;250000;0;0;TQCB;Т+: Облигации - безадрес.;04.06.2024;;08.06.2021;0;544;0;0;4;11,56;07.12.2021;11,250;28,05;46;45;91;08.06.2021;1000,0;;2021-06-08;955;2023-06-09;"Общество с ограниченной ответственностью ""Бифорком Текнолоджис""";7728313442;1;100,22;1016,99;;2033,98;;2033,98;;2033,98;100,0;;;;;;
RU000A1037P0;Экспо02ВК;Экспобанк 02ВК;Корпоративные облигации;RU000A1037P0;4-05-02998-B;3;150000,0;USD;400;0;1;TQOD;Т+: Облигации (USD) - безадрес.;;;08.06.2021;0;;1;0;2;;07.12.2021;7,500;5609,59;137;45;182;08.06.2021;150000,0;Субординированные облигации;2021-06-08;;;"Акционерное общество ""Экспобанк""";7708397772;1;99,98;10858635,38;;21717270,76;;21717270,76;;21717270,76;100,0;;;;;;
RU000A1037S4;С-ИнновБП2;С-Инновации БО-П02;Биржевые облигации;RU000A1037S4;4B02-02-00452-R-001P;3;1000,0;RUB;250000;0;0;TQCB;Т+: Облигации - безадрес.;07.06.2023;;09.06.2021;0;544;0;0;4;10,68;08.12.2021;11,000;27,42;45;46;91;09.06.2021;1000,0;;2021-06-09;592;;"Общество с ограниченной ответственностью ""С-Инновации""";5032242530;1;100,99;1024,06;;2048,12;;2048,12;;2048,12;100,0;;;;;;
RU000A103828;ЭТС 1Р04;ЭнергоТехСервис 001Р-04;Биржевые облигации;RU000A103828;4B02-04-00490-R-001P;3;1000,0;RUB;1500000;0;0;TQCB;Т+: Облигации - безадрес.;05.06.2025;;10.06.2021;0;802;0;0;4;10,43;09.12.2021;9,900;24,68;44;47;91;10.06.2021;1000,0;;2021-06-10;1321;;"Общество с ограниченной ответственностью ""Энерготехсервис""";7203126844;1;99,59;1008,38;;2016,76;;2016,76;;2016,76;100,0;;;;;;
RU000A1038D4;ТрансмхПБ6;Трансмашхолдинг АО ПБО-06;Биржевые облигации;RU000A1038D4;4B02-06-35992-H-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;05.06.2026;;11.06.2021;0;1398;0;0;2;8,49;10.12.2021;8,050;40,14;134;48;182;11.06.2021;1000,0;;2021-06-11;1686;;"акционерное общество ""Трансмашхолдинг""";7723199790;1;99,06;1020,59;847,09;1194,09;816,47;1224,71;785,85;1255,33;17,0;200000;20,0;1000000;23,0;;
RU000A1038F9;ПСБ 3P-05;Промсвязьбанк 003P-05;Биржевые облигации;RU000A1038F9;4B02-05-03251-B-003P;3;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;07.06.2024;;11.06.2021;0;863;0;0;2;8,28;10.12.2021;7,600;37,9;134;48;182;11.06.2021;1000,0;;2021-06-11;958;;"Публичное акционерное общество ""Промсвязьбанк""";7744000912;1;98,44;1012,72;870,94;1154,5;840,56;1184,88;810,18;1215,26;14,0;300000;17,0;1500000;20,0;;
RU000A1038M5;ГТЛК 1P-20;ГТЛК БО 001P-20;Биржевые облигации;RU000A1038M5;4B02-20-32432-H-001P;1;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;28.05.2036;;16.06.2021;0;876;0;0;4;;15.12.2021;7,850;19,57;38;53;91;16.06.2021;1000,0;;2021-06-16;5331;2024-06-17;"акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1;98,95;998,1;858,37;1137,83;828,42;1167,78;798,48;1197,72;14,0;140000;17,0;700000;20,0;;
RU000A1038U8;Сбер Sb28R;Сбербанк ПАО 001Р-SBER28;Биржевые облигации;RU000A1038U8;4B02-460-01481-B-001P;1;1000,0;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;15.06.2026;;21.06.2021;0;;0;0;2;;20.12.2021;7,400;36,9;124;58;182;21.06.2021;1000,0;;2021-06-21;1696;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,4734;1010,28;666,78;1353,78;636,48;1384,08;606,17;1414,39;34,0;400000;37,0;2000000;40,0;;
RU000A103935;реСторБ1Р1;реСтор 001Р-01;Биржевые облигации;RU000A103935;4B02-01-00599-R-001P;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;13.06.2024;;17.06.2021;0;871;0;0;4;8,78;16.12.2021;8,100;20,19;37;54;91;17.06.2021;1000,0;;2021-06-17;964;;"Общество с ограниченной ответственностью ""реСтор""";7709678550;1;99,14;1000,05;;2000,1;;2000,1;;2000,1;100,0;;;;;;
RU000A103943;Аэрофл БО1;Аэрофлот-росс.авиалин.ПАО БО-1;Биржевые облигации;RU000A103943;4B02-01-00010-A-001P;1;1000,0;RUB;24650000;0;0;TQCB;Т+: Облигации - безадрес.;11.06.2026;;17.06.2021;0;1410;0;0;4;8,46;16.12.2021;8,350;20,82;37;54;91;17.06.2021;1000,0;;2021-06-17;1692;;"публичное акционерное общество ""Аэрофлот – российские авиалинии""";7712040126;1;100,37;1012,62;840,47;1184,77;810,1;1215,14;779,72;1245,52;17,0;493000;20,0;2465000;23,0;;
RU000A103968;СберИОС401;СберИОС 001Р-401R 5Г SBERESGR;Биржевые облигации;RU000A103968;4B02-407-01481-B-001P;3;1000,0;RUB;216261;0;0;TQCB;Т+: Облигации - безадрес.;03.07.2026;;29.06.2021;0;;1;0;;;03.07.2026;0,010;0,5;116;1714;1830;29.06.2021;1000,0;;2021-06-29;1714;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103976;СберИОС416;СберИОС 001Р-416R 7Г ВЗР ИНД;Биржевые облигации;RU000A103976;4B02-422-01481-B-001P;3;1000,0;RUB;71480;0;0;TQCB;Т+: Облигации - безадрес.;05.07.2028;;29.06.2021;0;;1;0;;;05.07.2028;0,010;0,7;116;2447;2563;29.06.2021;1000,0;;2021-06-29;2447;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;97,64;976,4;;1952,8;;1952,8;;1952,8;100,0;;;;;;
RU000A1039A8;ГазпромК 2;Газпром капитал ООО 001Б-02;Корпоративные облигации;RU000A1039A8;4-02-36400-R-001P;3;1000000,0;RUB;60000;0;0;TQCB;Т+: Облигации - безадрес.;;;25.06.2021;0;;1;0;2;;24.12.2021;8,450;42134,25;120;62;182;25.06.2021;1000000,0;;2021-06-25;;;"Общество с ограниченной ответственностью ""Газпром капитал""";7726588547;1;98,98;1018043,84;;2036087,68;;2036087,68;;2036087,68;100,0;;;;;;
RU000A1039F7;РЕСОЛиБП14;РЕСО-Лизинг ООО БО-П-14;Биржевые облигации;RU000A1039F7;4B02-14-36419-R-001P;3;1000,0;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;02.06.2024;;18.06.2021;0;868;0;0;12;7,76;15.11.2021;7,500;6,16;7;23;30;18.06.2021;1000,0;;2021-06-18;953;;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1;99,94;1001,25;;2002,5;;2002,5;;2002,5;100,0;;;;;;
RU000A1039H3;Автоэкспресс обК06;Автоэкспресс обК06;Коммерческая облигация;RU000A1039H3;4CDE-06-00557-R-001P;;1000,0;RUB;190000000;0;0;OBBO;ОТС-система: облигации;17.06.2024;;;0;;0;0;4;;20.12.2021;9,500;23,68;33;58;91;;1000,0;;;968;;;;1;;;;;;;;;100,0;;;;;;
RU000A1039K7;ВТБ Б1-228;Банк ВТБ (ПАО) Б-1-228;Биржевые облигации;RU000A1039K7;4B02-228-01000-B-001P;1;1000,0;RUB;8064466;0;0;TQCB;Т+: Облигации - безадрес.;20.06.2022;;21.06.2021;0;236;0;0;4;8,17;20.12.2021;6,000;14,96;33;58;91;21.06.2021;1000,0;;2021-06-21;240;;Банк ВТБ (публичное акционерное общество);7702070139;1;98,81;993,85;834,83;1152,87;805,02;1182,68;775,2;1212,5;16,0;100000;19,0;500000;22,0;;
RU000A1039L5;Финанс Ломбард обК02;Финанс Ломбард обК02;Коммерческая облигация;RU000A1039L5;4CDE-02-00329-R;;10000,0;RUB;;0;0;OBBO;ОТС-система: облигации;11.07.2024;;;0;;0;0;3;;24.12.2021;13,500;343,97;31;62;93;;10000,0;;;992;;;;1;;;;;;;;;100,0;;;;;;
RU000A103AF7;СберИОС450;СберИОС 001Р-450R 5Y СМШ;Биржевые облигации;RU000A103AF7;4B02-461-01481-B-001P;3;1000,0;RUB;553275;0;0;TQCB;Т+: Облигации - безадрес.;20.07.2026;;13.07.2021;0;;1;0;;;20.07.2026;0,010;0,5;102;1731;1833;13.07.2021;1000,0;;2021-07-13;1731;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;98,08;980,8;;1961,6;;1961,6;;1961,6;100,0;;;;;;
RU000A103AG5;СберИОС452;СберИОС 001Р-452R 18М РТС ДГТЛ;Биржевые облигации;RU000A103AG5;4B02-462-01481-B-001P;3;1000,0;RUB;10829;0;0;TQCB;Т+: Облигации - безадрес.;06.02.2023;;29.07.2021;0;;1;0;;;06.02.2023;0,010;0,15;86;471;557;29.07.2021;1000,0;;2021-07-29;471;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103AL5;СберИОС451;СберИОС 001Р-451R 3Г КИБЕР;Биржевые облигации;RU000A103AL5;4B02-463-01481-B-001P;3;1000,0;RUB;261989;0;0;TQCB;Т+: Облигации - безадрес.;29.07.2024;;20.07.2021;0;;1;0;;;29.07.2024;0,010;0,3;95;1010;1105;20.07.2021;1000,0;;2021-07-20;1010;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;99,68;996,8;;1993,6;;1993,6;;1993,6;100,0;;;;;;
RU000A103AM3;СберИОС435;СберИОС 001Р-435R 5Г SBERESGR;Биржевые облигации;RU000A103AM3;4B02-464-01481-B-001P;3;1000,0;RUB;105362;0;0;TQCB;Т+: Облигации - безадрес.;23.07.2026;;19.07.2021;0;;1;0;;;23.07.2026;0,010;0,5;96;1734;1830;19.07.2021;1000,0;;2021-07-19;1734;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103AP6;СберИОС449;СберИОС 001Р-449R 7Г РБЧ-М;Биржевые облигации;RU000A103AP6;4B02-465-01481-B-001P;3;1000,0;RUB;359005;0;0;TQCB;Т+: Облигации - безадрес.;24.07.2028;;19.07.2021;0;2467;1;0;;;24.07.2028;0,010;0,7;96;2466;2562;19.07.2021;1000,0;;2021-07-19;2466;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;97,65;976,5;;1953,0;;1953,0;;1953,0;100,0;;;;;;
RU000A103AQ4;ОТЭКО-П обКП01;ОТЭКО-П обКП01;Коммерческая облигация;RU000A103AQ4;4CDE-01-00035-L-001P;;984,37;RUB;96499872000;0;0;OBBO;ОТС-система: облигации;31.03.2028;;;0;;0;0;4;;30.12.2021;;;23;68;91;;1000,0;;;2351;;;;1;;;;;;;;;100,0;;;;;;
RU000A103AR2;ОТЭКО-П обКП02;ОТЭКО-П обКП02;Коммерческая облигация;RU000A103AR2;4CDE-02-00035-L-001P;;1000,0;EUR;382374000;0;0;OBBO;ОТС-система: облигации;31.03.2028;;;0;;0;0;4;;30.12.2021;;;23;68;91;;1000,0;;;2351;;;;1;;;;;;;;;100,0;;;;;;
RU000A103AT8;Атомэнпр01;Атомэнергопром АО 001Р-01;Биржевые облигации;RU000A103AT8;4B02-01-55319-E-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;19.06.2026;;25.06.2021;0;1432;0;0;2;7,71;24.12.2021;7,500;37,4;120;62;182;25.06.2021;1000,0;;2021-06-25;1700;;"акционерное общество ""Атомный энергопромышленный комплекс""";7706664260;1;99,5;1020,07;846,66;1193,48;816,06;1224,08;785,45;1254,69;17,0;200000;20,0;1000000;23,0;;
RU000A103B05;Татнхим 02;Татнефтехим 02;Биржевые облигации;RU000A103B05;4B02-02-00017-L;3;1000,0;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;08.06.2024;;24.06.2021;0;819;0;0;6;11,35;21.12.2021;11,000;18,08;1;59;60;24.06.2021;1000,0;;2021-06-24;959;;"Общество с ограниченной ответственностью ""Татнефтехим""";1655201119;1;100,27;1003,6;;2007,2;;2007,2;;2007,2;100,0;;;;;;
RU000A103B88;Карат обК01;Карат обК01;Коммерческая облигация;RU000A103B88;4CDE-01-72247-N;;1000,0;RUB;;0;0;OBBO;ОТС-система: облигации;22.12.2021;;;0;;1;0;4;;22.12.2021;24,000;59,18;30;60;90;;1000,0;;;60;;;;1;;;;;;;;;100,0;;;;;;
RU000A103BE8;ВТБ Б1-231;Банк ВТБ (ПАО) Б-1-231;Биржевые облигации;RU000A103BE8;4B02-231-01000-B-001P;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;28.06.2024;;02.07.2021;0;892;0;0;4;8,04;31.12.2021;7,500;18,7;22;69;91;02.07.2021;1000,0;;2021-07-02;979;;Банк ВТБ (публичное акционерное общество);7702070139;1;98,98;994,73;716,21;1273,25;686,36;1303,1;656,52;1332,94;28,0;200000;31,0;1000000;34,0;;
RU000A103C04;КруизБО-01;Круиз ООО БО-01;Биржевые облигации;RU000A103C04;4B02-01-00563-R;3;1000,0;RUB;50000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;11.06.2025;;02.07.2021;0;962;0;1;12;12,27;30.10.2021;12,000;9,86;23;7;30;02.07.2021;1000,0;;2021-07-02;1327;;"Общество с ограниченной ответственностью ""Круиз""";7816349286;1;100,91;1017,32;;2034,64;;2034,64;;2034,64;100,0;;;;;;
RU000A103C46;ПИК К 1P4;ПИК-Корпорация 001Р-04;Биржевые облигации;RU000A103C46;4B02-04-00464-R-001P;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;30.06.2023;;02.07.2021;0;578;0;0;4;9,12;31.12.2021;8,200;20,44;22;69;91;02.07.2021;1000,0;;2021-07-02;615;;"Общество с ограниченной ответственностью ""ПИК – Корпорация""";7703255661;1;98,95;994,89;;1989,78;;1989,78;;1989,78;100,0;;;;;;
RU000A103C53;РЕСОЛиБП11;РЕСО-Лизинг ООО БО-П-11;Биржевые облигации;RU000A103C53;4B02-11-36419-R-001P;3;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;20.06.2031;;02.07.2021;0;877;0;0;2;9,22;31.12.2021;8,550;42,63;113;69;182;02.07.2021;1000,0;;2021-07-02;3527;2024-07-03;"Общество с ограниченной ответственностью ""РЕСО-Лизинг""";7709431786;1;98,46;1011,54;;2023,08;;2023,08;;2023,08;100,0;;;;;;
RU000A103C79;СберИОС453;СберИОС 001Р-453R FIVE_asn 3Г;Биржевые облигации;RU000A103C79;4B02-466-01481-B-001P;3;1000,0;RUB;16300;0;0;TQCB;Т+: Облигации - безадрес.;22.07.2024;;20.07.2021;0;;1;0;;;22.07.2024;0,010;0,3;95;1003;1098;20.07.2021;1000,0;;2021-07-20;1003;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;;
RU000A103C87;СберИОС454;СберИОС 001Р-454R 5Y СМШ;Биржевые облигации;RU000A103C87;4B02-467-01481-B-001P;3;1000,0;RUB;573589;0;0;TQCB;Т+: Облигации - безадрес.;06.08.2026;;30.07.2021;0;1749;1;0;;;06.08.2026;0,010;0,5;85;1748;1833;30.07.2021;1000,0;;2021-07-30;1748;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;97,28;972,8;;1945,6;;1945,6;;1945,6;100,0;;;;;;
